order_id,to_place,to_county,city,country,img,link_exam_id,src_id,lat,lng,place_add,place,county,src,problem
WCCDRV36900_0932,St Dunstan in the East,London,,England,WCCDRV369000338,WCCDEP358210093,ID_30159,51.5092506196367,-0.0821303292489859,,st dunstan in the east,middlesex,llp,
WCCDRV36900_0937,St James Clerkenwell,London,,England,WCCDRV369000339,WCCDEP358210106,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36900_0936,St Olave Hart Street,London,,England,WCCDRV369000339,WCCDEP358210102,ID_30160,51.5110893347421,-0.0782297346103975,,st olave hart street,middlesex,llp,
WCCDRV36900_0938,St Martin in the Fields,London,Westminster,England,WCCDRV369000340,WCCDEP358210107,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0939,St Paul Covent Garden,London,Westminster,England,WCCDRV369000340,WCCDEP358210109,ID_30031,51.511827996562,-0.122892804930355,,st paul covent garden,middlesex,llp,
WCCDRV36900_0940,St Mary Magdalen Bermondsey,Surrey,,England,WCCDRV369000340,WCCDEP358210110,ID_30004,51.4953531456131,-0.0718441946805371,,st mary magdalen bermondsey,surrey,llp,
WCCDRV36900_0942,St Martin in the Fields,London,Westminster,England,WCCDRV369000341,WCCDEP358210117,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0943,St James Westminster,London,Westminster,England,WCCDRV369000341,WCCDEP358210118,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36900_0941,St Paul Covent Garden,London,Westminster,England,WCCDRV369000341,WCCDEP358210112,ID_30031,51.511827996562,-0.122892804930355,,st paul covent garden,middlesex,llp,
WCCDRV36900_0944,St Andrew Holborn,London,,England,WCCDRV369000342,WCCDEP358210119,ID_127848,51.5203233068248,-0.11395076765732,,st andrew holborn,middlesex,llp,
WCCDRV36900_0945,St Mary Magdalen Bermondsey,Surrey,,England,WCCDRV369000342,WCCDEP358210122,ID_30004,51.4953531456131,-0.0718441946805371,,st mary magdalen bermondsey,surrey,llp,
WCCDRV36900_0946,St Martin in the Fields,London,Westminster,England,WCCDRV369000342,WCCDEP358210123,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0949,St Benet Sherehog,London,,England,WCCDRV369000343,WCCDEP358210126,ID_30109,51.5130698627001,-0.0914223753258234,,st benet sherehog,middlesex,llp,
WCCDRV36900_0948,St James Clerkenwell,London,,England,WCCDRV369000343,WCCDEP358210125,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36900_0947,St Margaret Westminster,London,Westminster,England,WCCDRV369000343,WCCDEP358210124,ID_127869,51.5000124214514,-0.132021851098109,,st margaret westminster,middlesex,llp,
WCCDRV36900_0951,St John Horselydown,Surrey,Southwark,England,WCCDRV369000344,WCCDEP358210133 | WCCDEP358210135,ID_30003,51.5031132221463,-0.0764270774695373,,st john horselydown,surrey,llp,
WCCDRV36900_0952,St Marylebone,London,,England,WCCDRV369000344,WCCDEP358210136,ID_30020,51.5223448077445,-0.155333629108844,,st marylebone,middlesex,llp,
WCCDRV36900_0950,St Mary le Strand,London,Westminster,England,WCCDRV369000344,WCCDEP358210130,ID_30035,51.5108834633427,-0.116940334258505,,st mary le strand,middlesex,llp,
WCCDRV36900_0953,St Giles in the Fields,London,Westminster,England,WCCDRV369000345,WCCDEP358210139,ID_30018,51.5169229110386,-0.125288773439343,,st giles in the fields,middlesex,llp,
WCCDRV36900_0954,St George the Martyr,London,,England,WCCDRV369000345,WCCDEP358210141,ID_30187,51.5207398387893,-0.120148642877833,,st george the martyr,middlesex,llp,
WCCDRV36900_0955,St Giles Cripplegate,London,,England,WCCDRV369000345,WCCDEP358210142,ID_30100,51.5194953573413,-0.0928688355224425,,st giles cripplegate,middlesex,llp,
WCCDRV36900_0958,St Anne and St Agnes,London,,England,WCCDRV369000346,WCCDEP358210147,ID_30078,51.5163132621438,-0.0968693676974088,,st anne and st agnes,middlesex,llp,
WCCDRV36900_0957,St Martin in the Fields,London,Westminster,England,WCCDRV369000346,WCCDEP358210144,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0956,St Sepulchre,London,,England,WCCDRV369000346,WCCDEP358210143,ID_30058,51.5185410351372,-0.102563711755471,,st sepulchre,middlesex,llp,
WCCDRV36900_0959,St Anne Blackfriars,London,,England,WCCDRV369000347,WCCDEP358210148,ID_30055,51.5122264242181,-0.1032663894958,,st anne blackfriars,middlesex,llp,
WCCDRV36900_0961,St Martin in the Fields,London,Westminster,England,WCCDRV369000347,WCCDEP358210151,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0960,Liberty of Saffron Hill,London,,England,WCCDRV369000347,WCCDEP358210149,ID_30041,51.5202421400988,-0.107732139292067,,liberty of saffron hill,middlesex,llp,
WCCDRV36900_0964,St James Clerkenwell,London,,England,WCCDRV369000348,WCCDEP358210157,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36900_0963,St Olave Silver Street,London,,England,WCCDRV369000348,WCCDEP358210154,ID_30096,51.5176884351911,-0.0947037440438636,,st olave silver street,middlesex,llp,
WCCDRV36900_0966,St Dunstan in the West,London,,England,WCCDRV369000349,WCCDEP358210160,ID_127855,51.5145513828789,-0.109643937969772,,st dunstan in the west,middlesex,llp,
WCCDRV36900_0965,St George the Martyr,London,,England,WCCDRV369000349,WCCDEP358210158,ID_30187,51.5207398387893,-0.120148642877833,,st george the martyr,middlesex,llp,
WCCDRV36900_0967,St Martin in the Fields,London,Westminster,England,WCCDRV369000349,WCCDEP358210159,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0968,St Bride,London,,England,WCCDRV369000350,WCCDEP358210161 | WCCDEP358210162,ID_30049,51.5139217583598,-0.106051351442049,,st bride,middlesex,llp,
WCCDRV36900_0970,St George the Martyr,London,,England,WCCDRV369000350,WCCDEP358210166,ID_30187,51.5207398387893,-0.120148642877833,,st george the martyr,middlesex,llp,
WCCDRV36900_0969,St Giles in the Fields,London,Westminster,England,WCCDRV369000350,WCCDEP358210164,ID_30018,51.5169229110386,-0.125288773439343,,st giles in the fields,middlesex,llp,
WCCDRV36900_0971,St James Clerkenwell,London,,England,WCCDRV369000351,WCCDEP358210167,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36900_0973,St James Westminster,London,Westminster,England,WCCDRV369000351,WCCDEP358210169,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36900_0972,St George Hanover Square,London,Westminster,England,WCCDRV369000351,WCCDEP358210168,ID_30022,51.5003023444484,-0.150631188088614,,st george hanover square,middlesex,llp,
WCCDRV36900_0974,St Botolph Aldersgate,London,,England,WCCDRV369000352,WCCDEP358210170,ID_30061,51.5186592691859,-0.0972733561497866,,st botolph aldersgate,middlesex,llp,
WCCDRV36900_0975,St Martin in the Fields,London,Westminster,England,WCCDRV369000352,WCCDEP358210172,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0976,St Martin in the Fields,London,Westminster,England,WCCDRV369000352,WCCDEP358210173,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0977,Liberty of the Rolls,London,,England,WCCDRV369000353,WCCDEP358210174,ID_30036,51.5154273321053,-0.111635223492053,,liberty of the rolls,middlesex,llp,
WCCDRV36900_0978,St James Westminster,London,Westminster,England,WCCDRV369000353,WCCDEP358210177,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36900_0979,St Marylebone,London,,England,WCCDRV369000353,WCCDEP358210178 | WCCDEP358210180,ID_30020,51.5223448077445,-0.155333629108844,,st marylebone,middlesex,llp,
WCCDRV36900_0981,St Martin in the Fields,London,Westminster,England,WCCDRV369000354,WCCDEP358210186,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0980,St Margaret Westminster,London,Westminster,England,WCCDRV369000354,WCCDEP358210182,ID_127869,51.5000124214514,-0.132021851098109,,st margaret westminster,middlesex,llp,
WCCDRV36900_0982,St Martin in the Fields,London,Westminster,England,WCCDRV369000354,WCCDEP358210187,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0983,St Olave Southwark,Surrey,Southwark,England,WCCDRV369000354,WCCDEP358210191,ID_30002,51.505140473911,-0.0843917292620701,,st olave southwark,surrey,llp,
WCCDRV36900_0985,St Martin in the Fields,London,Westminster,England,WCCDRV369000355,WCCDEP358210197,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0984,St Martin in the Fields,London,Westminster,England,WCCDRV369000355,WCCDEP358210198,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_0986,St Luke Old Street,London,,England,WCCDRV369000355,WCCDEP358210206,ID_30164,51.5250721285286,-0.092917709024013,,st luke old street,middlesex,llp,
WCCDRV36900_0987,Liberty of Saffron Hill,London,,England,WCCDRV369000356,WCCDEP358210205,ID_30041,51.5202421400988,-0.107732139292067,,liberty of saffron hill,middlesex,llp,
WCCDRV36900_0989,St John the Evangelist Westminster,London,Westminster,England,WCCDRV369000356,WCCDEP358210209,ID_30025,51.4930677780849,-0.130047579937881,,st john the evangelist westminster,middlesex,llp,
WCCDRV36900_0988,St James Clerkenwell,London,,England,WCCDRV369000356,WCCDEP358210207,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36900_0991,All Hallows Barking,London,,England,WCCDRV369000357,WCCDEP358210212,ID_30161,51.5087322071093,-0.0800132858893192,,all hallows barking,middlesex,llp,
WCCDRV36900_0994,St George Southwark,Surrey,Southwark,England,WCCDRV369000358,WCCDEP358210221,ID_30012,51.4974118066943,-0.0969516372191771,,st george southwark,surrey,llp,
WCCDRV36900_0993,St Martin Ludgate,London,,England,WCCDRV369000358,WCCDEP358210219,ID_30057,51.514121541078,-0.102014995067954,,st martin ludgate,middlesex,llp,
WCCDRV36900_0995,St Michael Cornhill,London,,England,WCCDRV369000358,WCCDEP358210223,ID_30125,51.513273412722,-0.0863857724994205,,st michael cornhill,middlesex,llp,
WCCDRV36900_0998,Greenwich,Kent,,England,WCCDRV369000359,WCCDEP358210231,ID_30011,51.479367985885,-0.0166680178373297,,greenwich,kent,llp,
WCCDRV36900_0997,St Andrew Holborn,London,,England,WCCDRV369000359,WCCDEP358210222,ID_127848,51.5203233068248,-0.11395076765732,,st andrew holborn,middlesex,llp,
WCCDRV36900_0996,St John Wapping,London,,England,WCCDRV369000359,WCCDEP358210225,ID_30182,51.504382923873,-0.0621304295787202,,st john wapping,middlesex,llp,
WCCDRV36900_1000,St Botolph Bishopsgate,London,,England,WCCDRV369000360,WCCDEP358210234,ID_127859,51.5182304569954,-0.0809305199098772,,st botolph bishopsgate,middlesex,llp,
WCCDRV36900_1002,St George Hanover Square,London,Westminster,England,WCCDRV369000360,WCCDEP358210237,ID_30022,51.5003023444484,-0.150631188088614,,st george hanover square,middlesex,llp,
WCCDRV36900_1001,St James Westminster,London,Westminster,England,WCCDRV369000360,WCCDEP358210235,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36900_0999,St Margaret Westminster,London,Westminster,England,WCCDRV369000360,WCCDEP358210230,ID_127869,51.5000124214514,-0.132021851098109,,st margaret westminster,middlesex,llp,
WCCDRV36900_1005,St George Hanover Square,London,Westminster,England,WCCDRV369000361,WCCDEP358210262,ID_30022,51.5003023444484,-0.150631188088614,,st george hanover square,middlesex,llp,
WCCDRV36900_1004,St Andrew Undershaft,London,,England,WCCDRV369000361,WCCDEP358210254,ID_30152,51.5137252242963,-0.0813377230554722,,st andrew undershaft,middlesex,llp,
WCCDRV36900_1008,St Andrew Holborn,London,,England,WCCDRV369000362,WCCDEP358210268,ID_127848,51.5203233068248,-0.11395076765732,,st andrew holborn,middlesex,llp,
WCCDRV36900_1007,St Botolph Aldgate,London,,England,WCCDRV369000362,WCCDEP358210267,ID_30153,51.5103622728893,-0.0732646492732113,,st botolph aldgate,middlesex,llp,
WCCDRV36900_1006,Precinct of Whitefriars,London,,England,WCCDRV369000362,WCCDEP358210263,ID_30048,51.5117880405677,-0.107709391345031,,precinct of whitefriars,middlesex,llp,
WCCDRV36900_1010,St James Westminster,London,Westminster,England,WCCDRV369000363,WCCDEP358210276,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36900_1009,St Martin in the Fields,London,Westminster,England,WCCDRV369000363,WCCDEP358210269,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_1013,Christ Church,London,,England,WCCDRV369000364,WCCDEP358210285,ID_30069,51.5157729767788,-0.0997425538189806,,christ church,middlesex,llp,
WCCDRV36900_1012,St Dunstan in the West,London,,England,WCCDRV369000364,WCCDEP358210286,ID_127855,51.5145513828789,-0.109643937969772,,st dunstan in the west,middlesex,llp,
WCCDRV36900_1014,St Martin in the Fields,London,Westminster,England,WCCDRV369000364,WCCDEP358210301,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_1015,St George the Martyr,London,,England,WCCDRV369000365,WCCDEP358210296,ID_30187,51.5207398387893,-0.120148642877833,,st george the martyr,middlesex,llp,
WCCDRV36900_1016,St Mildred Bread Street,London,,England,WCCDRV369000365,WCCDEP358210300,ID_30090,51.512466692614296,-0.0951207435334896,,st mildred bread street,middlesex,llp,
WCCDRV36900_1017,St Peter Cornhill,London,,England,WCCDRV369000365,WCCDEP358210304,ID_30146,51.513173870232,-0.0839810674312738,,st peter cornhill,middlesex,llp,
WCCDRV36900_1020,St James Clerkenwell,London,,England,WCCDRV369000366,WCCDEP358210310,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36900_1018,St Stephen Coleman Street,London,,England,WCCDRV369000366,WCCDEP358210305,ID_30102,51.5172051353953,-0.0878636112026648,,st stephen coleman street,middlesex,llp,
WCCDRV36900_1019,St Martin in the Fields,London,Westminster,England,WCCDRV369000366,WCCDEP358210307,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_1023,St George the Martyr,London,,England,WCCDRV369000367,WCCDEP358210311,ID_30187,51.5207398387893,-0.120148642877833,,st george the martyr,middlesex,llp,
WCCDRV36900_1022,St Giles in the Fields,London,Westminster,England,WCCDRV369000367,WCCDEP358210313,ID_30018,51.5169229110386,-0.125288773439343,,st giles in the fields,middlesex,llp,
WCCDRV36900_1021,Liberty of the Rolls,London,,England,WCCDRV369000367,WCCDEP358210174,ID_30036,51.5154273321053,-0.111635223492053,,liberty of the rolls,middlesex,llp,
WCCDRV36900_1025,St Giles in the Fields,London,Westminster,England,WCCDRV369000368,WCCDEP358210317,ID_30018,51.5169229110386,-0.125288773439343,,st giles in the fields,middlesex,llp,
WCCDRV36900_1026,St Mary Lambeth,Surrey,,England,WCCDRV369000368,WCCDEP358210320,ID_127857,51.4901948597006,-0.11581184276776,,st mary lambeth,surrey,llp,
WCCDRV36900_1024,St Paul Covent Garden,London,Westminster,England,WCCDRV369000368,WCCDEP358210316,ID_30031,51.511827996562,-0.122892804930355,,st paul covent garden,middlesex,llp,
WCCDRV36900_1029,St Dunstan Stepney,London,,England,WCCDRV369000369,WCCDEP358210325,ID_30169,51.5203777639559,-0.0667680575118655,,st dunstan stepney,middlesex,llp,
WCCDRV36900_1039,St Martin in the Fields,London,Westminster,England,WCCDRV369000373,WCCDEP358210339,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_1040,St Marylebone,London,,England,WCCDRV369000373,WCCDEP358210341,ID_30020,51.5223448077445,-0.155333629108844,,st marylebone,middlesex,llp,
WCCDRV36900_1048,St George Hanover Square,London,Westminster,England,WCCDRV369000376,WCCDEP358210344,ID_30022,51.5003023444484,-0.150631188088614,,st george hanover square,middlesex,llp,
WCCDRV36900_1050,St Mary Magdalen Bermondsey,Surrey,,England,WCCDRV369000376,,ID_30004,51.4953531456131,-0.0718441946805371,,st mary magdalen bermondsey,surrey,llp,
WCCDRV36900_1049,St Paul Covent Garden,London,Westminster,England,WCCDRV369000376,WCCDEP358210342,ID_30031,51.511827996562,-0.122892804930355,,st paul covent garden,middlesex,llp,
WCCDRV36900_1053,St George Hanover Square,London,Westminster,England,WCCDRV369000377,WCCDEP358210353,ID_30022,51.5003023444484,-0.150631188088614,,st george hanover square,middlesex,llp,
WCCDRV36900_1051,St James Clerkenwell,London,,England,WCCDRV369000377,WCCDEP358210347,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36900_1052,St Lawrence Jewry,London,,England,WCCDRV369000377,WCCDEP358210352,ID_30086,51.5152105330959,-0.0927579387066738,,st lawrence jewry,middlesex,llp,
WCCDRV36900_1055,St Dunstan Stepney,London,,England,WCCDRV369000378,,ID_30169,51.5203777639559,-0.0667680575118655,,st dunstan stepney,middlesex,llp,
WCCDRV36900_1054,St John Wapping,London,,England,WCCDRV369000378,WCCDEP358210360,ID_30182,51.504382923873,-0.0621304295787202,,st john wapping,middlesex,llp,
WCCDRV36900_1057,St Dunstan Stepney,London,,England,WCCDRV369000379,,ID_30169,51.5203777639559,-0.0667680575118655,,st dunstan stepney,middlesex,llp,
WCCDRV36900_1059,St Paul Covent Garden,London,Westminster,England,WCCDRV369000379,WCCDEP358210368,ID_30031,51.511827996562,-0.122892804930355,,st paul covent garden,middlesex,llp,
WCCDRV36900_1060,St Martin in the Fields,London,Westminster,England,WCCDRV369000380,WCCDEP358210372,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_1061,St Mary Magdalen Bermondsey,Surrey,,England,WCCDRV369000380,WCCDEP358210376,ID_30004,51.4953531456131,-0.0718441946805371,,st mary magdalen bermondsey,surrey,llp,
WCCDRV36900_1063,St George in the East,London,,England,WCCDRV369000381,WCCDEP358210379,ID_30183,51.5098128388356,-0.0602357342452915,,st george in the east,middlesex,llp,
WCCDRV36900_1065,St James Westminster,London,Westminster,England,WCCDRV369000381,WCCDEP358210382,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36900_1064,St Martin in the Fields,London,Westminster,England,WCCDRV369000381,WCCDEP358210381,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_1067,Liberty of the Rolls,London,,England,WCCDRV369000382,WCCDEP358220038,ID_30036,51.5154273321053,-0.111635223492053,,liberty of the rolls,middlesex,llp,
WCCDRV36900_1068,St Andrew Holborn,London,,England,WCCDRV369000382,WCCDEP358220042,ID_127848,51.5203233068248,-0.11395076765732,,st andrew holborn,middlesex,llp,
WCCDRV36900_1066,St Martin in the Fields,London,Westminster,England,WCCDRV369000382,WCCDEP358220037,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36900_1069,St James Westminster,London,Westminster,England,WCCDRV369000383,WCCDEP358220043,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36900_1071,St James Westminster,London,Westminster,England,WCCDRV369000383,WCCDEP358220047,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36900_1073,St Bartholomew the Great,London,,England,WCCDRV369000384,WCCDEP358220049,ID_30059,51.518737064016,-0.0987804784103829,,st bartholomew the great,middlesex,llp,
WCCDRV36900_1074,St Paul Covent Garden,London,Westminster,England,WCCDRV369000384,WCCDEP358220052,ID_30031,51.511827996562,-0.122892804930355,,st paul covent garden,middlesex,llp,
WCCDRV36900_1076,St Mary at Hill,London,,England,WCCDRV369000385,WCCDEP358220055,ID_30141,51.5090219908683,-0.08399460789523,,st mary at hill,middlesex,llp,
WCCDRV36900_1077,St Paul Covent Garden,London,Westminster,England,WCCDRV369000385,WCCDEP358220060,ID_30031,51.511827996562,-0.122892804930355,,st paul covent garden,middlesex,llp,
WCCDRV36901_0217,St Botolph Bishopsgate,London,,England,WCCDRV369010061,WCCDEP358220074,ID_127859,51.5182304569954,-0.0809305199098772,,st botolph bishopsgate,middlesex,llp,
WCCDRV36901_0215,St James Westminster,London,Westminster,England,WCCDRV369010061,WCCDEP358220070,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36901_0214,St Martin in the Fields,London,Westminster,England,WCCDRV369010061,WCCDEP358220065,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36901_0216,St Martin in the Fields,London,Westminster,England,WCCDRV369010061,WCCDEP358220073,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36901_0221,St Giles in the Fields,London,Westminster,England,WCCDRV369010062,WCCDEP358220079,ID_30018,51.5169229110386,-0.125288773439343,,st giles in the fields,middlesex,llp,
WCCDRV36901_0218,St John Horselydown,Surrey,Southwark,England,WCCDRV369010062,WCCDEP358220075,ID_30003,51.5031132221463,-0.0764270774695373,,st john horselydown,surrey,llp,
WCCDRV36901_0219,St Andrew Undershaft,London,,England,WCCDRV369010062,WCCDEP358220077,ID_30152,51.5137252242963,-0.0813377230554722,,st andrew undershaft,middlesex,llp,
WCCDRV36901_0220,St Paul Shadwell,London,,England,WCCDRV369010062,WCCDEP358220078,ID_30184,51.5082535621718,-0.0515727395114687,,st paul shadwell,middlesex,llp,
WCCDRV36901_0222,Christchurch Spitalfields,London,,England,WCCDRV369010063,WCCDEP358220081,ID_30168,51.5198006259972,-0.073680119489058,,christchurch spitalfields,middlesex,llp,
WCCDRV36901_0223,St Gregory by St Paul's,London,,England,WCCDRV369010063,,ID_30067,51.5134913846538,-0.0992803692625605,,st gregory by st paul's,middlesex,llp,
WCCDRV36901_0224,St James Westminster,London,Westminster,England,WCCDRV369010063,WCCDEP358220084,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36901_0225,St Pancras Middlesex,London,,England,WCCDRV369010063,,ID_127871,51.5265171041215,-0.131657497186396,,st pancras middlesex,middlesex,llp,
WCCDRV36901_0237,St Giles Cripplegate,London,,England,WCCDRV369010066,WCCDEP358220091,ID_30100,51.5194953573413,-0.0928688355224425,,st giles cripplegate,middlesex,llp,
WCCDRV36901_0236,St James Clerkenwell,London,,England,WCCDRV369010066,,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36901_0234,St James Westminster,London,Westminster,England,WCCDRV369010066,WCCDEP358220085,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36901_0235,St Martin in the Fields,London,Westminster,England,WCCDRV369010066,WCCDEP358220087,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36901_0241,St Botolph Bishopsgate,London,,England,WCCDRV369010067,WCCDEP358220092,ID_127859,51.5182304569954,-0.0809305199098772,,st botolph bishopsgate,middlesex,llp,
WCCDRV36901_0239,St James Clerkenwell,London,,England,WCCDRV369010067,WCCDEP358220086,ID_127865,51.5269108451892,-0.107805273686802,,st james clerkenwell,middlesex,llp,
WCCDRV36901_0242,St James Westminster,London,Westminster,England,WCCDRV369010067,WCCDEP358220095,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36901_0240,St Martin Orgar,London,,England,WCCDRV369010067,WCCDEP358220093,ID_30127,51.5099424995574,-0.0880947758031349,,st martin orgar,middlesex,llp,
WCCDRV36901_0245,St Andrew Holborn,London,,England,WCCDRV369010068,WCCDEP358220099,ID_127848,51.5203233068248,-0.11395076765732,,st andrew holborn,middlesex,llp,
WCCDRV36901_0243,St Andrew Holborn,London,,England,WCCDRV369010068,WCCDEP358220098,ID_127848,51.5203233068248,-0.11395076765732,,st andrew holborn,middlesex,llp,
WCCDRV36901_0246,St Giles in the Fields,London,Westminster,England,WCCDRV369010068,WCCDEP358220102,ID_30018,51.5169229110386,-0.125288773439343,,st giles in the fields,middlesex,llp,
WCCDRV36901_0251,All Hallows Barking,London,,England,WCCDRV369010069,WCCDEP358220125,ID_30161,51.5087322071093,-0.0800132858893192,,all hallows barking,middlesex,llp,
WCCDRV36901_0248,St Margaret Westminster,London,Westminster,England,WCCDRV369010069,WCCDEP358220119,ID_127869,51.5000124214514,-0.132021851098109,,st margaret westminster,middlesex,llp,
WCCDRV36901_0249,St Martin in the Fields,London,Westminster,England,WCCDRV369010069,WCCDEP358220116,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36901_0253,St Andrew Holborn,London,,England,WCCDRV369010070,WCCDEP358220128,ID_127848,51.5203233068248,-0.11395076765732,,st andrew holborn,middlesex,llp,
WCCDRV36901_0254,St George Hanover Square,London,Westminster,England,WCCDRV369010070,WCCDEP358220129,ID_30022,51.5003023444484,-0.150631188088614,,st george hanover square,middlesex,llp,
WCCDRV36901_0255,St Margaret Westminster,London,Westminster,England,WCCDRV369010070,WCCDEP358220126,ID_127869,51.5000124214514,-0.132021851098109,,st margaret westminster,middlesex,llp,
WCCDRV36901_0252,St Margaret Westminster,London,Westminster,England,WCCDRV369010070,WCCDEP358220126,ID_127869,51.5000124214514,-0.132021851098109,,st margaret westminster,middlesex,llp,
WCCDRV36901_0259,St George Hanover Square,London,Westminster,England,WCCDRV369010071,WCCDEP358220134,ID_30022,51.5003023444484,-0.150631188088614,,st george hanover square,middlesex,llp,
WCCDRV36901_0257,St Matthew Bethnal Green,London,,England,WCCDRV369010071,WCCDEP358220108_280,ID_30171,51.5263028896508,-0.0606332869637293,,st matthew bethnal green,middlesex,llp,
WCCDRV36901_0263,St Giles in the Fields,London,Westminster,England,WCCDRV369010072,WCCDEP358220152,ID_30018,51.5169229110386,-0.125288773439343,,st giles in the fields,middlesex,llp,
WCCDRV36901_0262,St James Westminster,London,Westminster,England,WCCDRV369010072,WCCDEP358220151,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36901_0260,St James Westminster,London,Westminster,England,WCCDRV369010072,WCCDEP358220137,ID_30024,51.5103215203673,-0.137052077920466,,st james westminster,middlesex,llp,
WCCDRV36901_0261,St Mary Magdalen Bermondsey,Surrey,,England,WCCDRV369010072,WCCDEP358220138 | WCCDEP358220142,ID_30004,51.4953531456131,-0.0718441946805371,,st mary magdalen bermondsey,surrey,llp,
WCCDRV36901_0267,St Martin in the Fields,London,Westminster,England,WCCDRV369010073,WCCDEP358220160,ID_30034,51.5066196410971,-0.132157327910045,,st martin in the fields,middlesex,llp,
WCCDRV36901_0265,St Marylebone,London,,England,WCCDRV369010073,WCCDEP358220156,ID_30020,51.5223448077445,-0.155333629108844,,st marylebone,middlesex,llp,
WCCDRV36901_0266,St Andrew Holborn,London,,England,WCCDRV369010073,WCCDEP358220158,ID_127848,51.5203233068248,-0.11395076765732,,st andrew holborn,middlesex,llp,
WCCDRV36901_0264,St George Hanover Square,London,Westminster,England,WCCDRV369010073,WCCDEP358220154,ID_30022,51.5003023444484,-0.150631188088614,,st george hanover square,middlesex,llp,
WCCDRV36901_0270,St Bride,London,,England,WCCDRV369010074,WCCDEP358220164,ID_30049,51.5139217583598,-0.106051351442049,,st bride,middlesex,llp,
